date,hour,temperture,rainy,holiday
1/31/2017,1,"2	","	0","	1"
1/31/2017,2,"2	","	0","	1"
1/31/2017,3,"2	","	0","	1"
1/31/2017,4,"2	","	0","	1"
1/31/2017,5,"2	","	0","	1"
1/31/2017,6,"2	","	0","	1"
1/31/2017,7,"2	","	0","	1"
1/31/2017,8,"3	","	0","	1"
1/31/2017,9,"4	","	0","	1"
1/31/2017,10,"4	","	0","	1"
1/31/2017,11,"5	","	0","	1"
1/31/2017,12,"6	","	0","	1"
1/31/2017,13,"7	","	0","	1"
1/31/2017,14,"7	","	0","	1"
1/31/2017,15,"7	","	0","	1"
1/31/2017,16,"7	","	0","	1"
1/31/2017,17,"6	","	0","	1"
1/31/2017,18,"5	","	0","	1"
1/31/2017,19,"5	","	0","	1"
1/31/2017,20,"5	","	0","	1"
1/31/2017,21,"5	","	0","	1"
1/31/2017,22,"5	","	0","	1"
1/31/2017,23,"5	","	0","	1"
2/1/2017,0,"5	","	0","	1"
2/1/2017,1,"5	","	0","	1"
2/1/2017,2,"5	","	0","	1"
2/1/2017,3,"5	","	0","	1"
2/1/2017,4,"5	","	0","	1"
2/1/2017,5,"4	","	0","	1"
2/1/2017,6,"4	","	0","	1"
2/1/2017,7,"4	","	0","	1"
2/1/2017,8,"4	","	0","	1"
2/1/2017,9,"5	","	0","	1"
2/1/2017,10,"5	","	0","	1"
2/1/2017,11,"6	","	0","	1"
2/1/2017,12,"5	","	0","	1"
2/1/2017,13,"5	","	0","	1"
2/1/2017,14,"5	","	0","	1"
2/1/2017,15,"5	","	0","	1"
2/1/2017,16,"5	","	0","	1"
2/1/2017,17,"5	","	0","	1"
2/1/2017,18,"5	","	0","	1"
2/1/2017,19,"3	","	0","	1"
2/1/2017,20,"3	","	0","	1"
2/1/2017,21,"3	","	0","	1"
2/1/2017,22,"3	","	0","	1"
2/1/2017,23,"2	","	0","	1"
2/2/2017,0,"3	","	0","	1"
2/2/2017,1,"2	","	0","	1"
2/2/2017,2,"2	","	0","	1"
2/2/2017,3,"2	","	0","	1"
2/2/2017,4,"1	","	0","	1"
2/2/2017,5,"0	","	0","	1"
2/2/2017,6,"1	","	0","	1"
2/2/2017,7,"2	","	0","	1"
2/2/2017,8,"3	","	0","	1"
2/2/2017,9,"5	","	0","	1"
2/2/2017,10,"6	","	0","	1"
2/2/2017,11,"7	","	0","	1"
2/2/2017,12,"9	","	0","	1"
2/2/2017,13,"8	","	0","	1"
2/2/2017,14,"9	","	0","	1"
2/2/2017,15,"8	","	0","	1"
2/2/2017,16,"7	","	0","	1"
2/2/2017,17,"7	","	0","	1"
2/2/2017,18,"6	","	0","	1"
2/2/2017,19,"5	","	0","	1"
2/2/2017,20,"5	","	0","	1"
2/2/2017,21,"5	","	0","	1"
2/2/2017,22,"5	","	0","	1"
2/2/2017,23,"5	","	0","	1"
2/3/2017,0,"6	","	0","	0"
2/3/2017,1,"6	","	0","	0"
2/3/2017,2,"6	","	0","	0"
2/3/2017,3,"6	","	0","	0"
2/3/2017,4,"7	","	0","	0"
2/3/2017,5,"7	","	0","	0"
2/3/2017,6,"7	","	0","	0"
2/3/2017,7,"7	","	0","	0"
2/3/2017,8,"8	","	0","	0"
2/3/2017,9,"8	","	0","	0"
2/3/2017,10,"8	","	1","	0"
2/3/2017,11,"8	","	0","	0"
2/3/2017,12,"9	","	0","	0"
2/3/2017,13,"9	","	0","	0"
2/3/2017,14,"10	","	0","	0"
2/3/2017,15,"10	","	0","	0"
2/3/2017,16,"10	","	0","	0"
2/3/2017,17,"10	","	0","	0"
2/3/2017,18,"9	","	1","	0"
2/3/2017,19,"9	","	1","	0"
2/3/2017,20,"9	","	1","	0"
2/3/2017,21,"9	","	1","	0"
2/3/2017,22,"9	","	1","	0"
2/3/2017,23,"8	","	1","	0"
2/4/2017,0,"8	","	0","	0"
2/4/2017,1,"8	","	1","	0"
2/4/2017,2,"8	","	1","	0"
2/4/2017,3,"8	","	1","	0"
2/4/2017,4,"8	","	0","	0"
2/4/2017,5,"8	","	0","	0"
2/4/2017,6,"8	","	0","	0"
2/4/2017,7,"8	","	0","	0"
2/4/2017,8,"8	","	0","	0"
2/4/2017,9,"8	","	0","	0"
2/4/2017,10,"8	","	0","	0"
2/4/2017,11,"9	","	0","	0"
2/4/2017,12,"9	","	0","	0"
2/4/2017,13,"9	","	0","	0"
2/4/2017,14,"10	","	0","	0"
2/4/2017,15,"10	","	0","	0"
2/4/2017,16,"10	","	0","	0"
2/4/2017,17,"9	","	0","	0"
2/4/2017,18,"8	","	0","	0"
2/4/2017,19,"8	","	0","	0"
2/4/2017,20,"8	","	0","	0"
2/4/2017,21,"8	","	0","	0"
2/4/2017,22,"8	","	0","	0"
2/4/2017,23,"8	","	0","	0"
2/5/2017,0,"8	","	0","	1"
2/5/2017,1,"8	","	0","	1"
2/5/2017,2,"8	","	0","	1"
2/5/2017,3,"8	","	0","	1"
2/5/2017,4,"8	","	0","	1"
2/5/2017,5,"7	","	0","	1"
2/5/2017,6,"7	","	0","	1"
2/5/2017,7,"7	","	0","	1"
2/5/2017,8,"7	","	0","	1"
2/5/2017,9,"7	","	0","	1"
2/5/2017,10,"8	","	0","	1"
2/5/2017,11,"8	","	0","	1"
2/5/2017,12,"8	","	0","	1"
2/5/2017,13,"8	","	0","	1"
2/5/2017,14,"9	","	0","	1"
2/5/2017,15,"10	","	0","	1"
2/5/2017,16,"9	","	0","	1"
2/5/2017,17,"8	","	0","	1"
2/5/2017,18,"7	","	0","	1"
2/5/2017,19,"8	","	0","	1"
2/5/2017,20,"7	","	0","	1"
2/5/2017,21,"6	","	0","	1"
2/5/2017,22,"6	","	0","	1"
2/5/2017,23,"5	","	0","	1"
2/6/2017,0,"4	","	0","	0"
2/6/2017,1,"5	","	0","	0"
2/6/2017,2,"3	","	0","	0"
2/6/2017,3,"3	","	0","	0"
2/6/2017,4,"2	","	0","	0"
2/6/2017,5,"3	","	0","	0"
2/6/2017,6,"2	","	0","	0"
2/6/2017,7,"2	","	0","	0"
2/6/2017,8,"5	","	0","	0"
2/6/2017,9,"7	","	0","	0"
2/6/2017,10,"8	","	0","	0"
2/6/2017,11,"9	","	0","	0"
2/6/2017,12,"9	","	0","	0"
2/6/2017,13,"9	","	0","	0"
2/6/2017,14,"10	","	0","	0"
2/6/2017,15,"10	","	0","	0"
2/6/2017,16,"9	","	0","	0"
2/6/2017,17,"8	","	0","	0"
2/6/2017,18,"7	","	0","	0"
2/6/2017,19,"6	","	0","	0"
2/6/2017,20,"6	","	0","	0"
2/6/2017,21,"5	","	0","	0"
2/6/2017,22,"5	","	0","	0"
2/6/2017,23,"4	","	0","	0"
2/7/2017,0,"4	","	0","	0"
2/7/2017,1,"5	","	0","	0"
2/7/2017,2,"5	","	0","	0"
2/7/2017,3,"5	","	0","	0"
2/7/2017,4,"5	","	0","	0"
2/7/2017,5,"5	","	0","	0"
2/7/2017,6,"5	","	0","	0"
2/7/2017,7,"5	","	0","	0"
2/7/2017,8,"6	","	0","	0"
2/7/2017,9,"7	","	0","	0"
2/7/2017,10,"7	","	0","	0"
2/7/2017,11,"8	","	0","	0"
2/7/2017,12,"8	","	0","	0"
2/7/2017,13,"8	","	0","	0"
2/7/2017,14,"9	","	0","	0"
2/7/2017,15,"10	","	0","	0"
2/7/2017,16,"10	","	0","	0"
2/7/2017,17,"9	","	0","	0"
2/7/2017,18,"8	","	0","	0"
2/7/2017,19,"8	","	0","	0"
2/7/2017,20,"8	","	0","	0"
2/7/2017,21,"7	","	0","	0"
2/7/2017,22,"7	","	0","	0"
2/7/2017,23,"7	","	0","	0"
2/8/2017,0,"7	","	0","	0"
2/8/2017,1,"7	","	0","	0"
2/8/2017,2,"6	","	0","	0"
2/8/2017,3,"6	","	0","	0"
2/8/2017,4,"6	","	0","	0"
2/8/2017,5,"6	","	0","	0"
2/8/2017,6,"6	","	0","	0"
2/8/2017,7,"6	","	1","	0"
2/8/2017,8,"5	","	1","	0"
2/8/2017,9,"5	","	1","	0"
2/8/2017,10,"5	","	1","	0"
2/8/2017,11,"6	","	1","	0"
2/8/2017,12,"6	","	1","	0"
2/8/2017,13,"4	","	1","	0"
2/8/2017,14,"4	","	0","	0"
2/8/2017,15,"4	","	1","	0"
2/8/2017,16,"3	","	1","	0"
2/8/2017,17,"3	","	1","	0"
2/8/2017,18,"3	","	1","	0"
2/8/2017,19,"3	","	0","	0"
2/8/2017,20,"3	","	0","	0"
2/8/2017,21,"3	","	0","	0"
2/8/2017,22,"2	","	0","	0"
2/8/2017,23,"2	","	1","	0"
2/9/2017,0,"2	","	1","	0"
2/9/2017,1,"1	","	1","	0"
2/9/2017,2,"1	","	0","	0"
2/9/2017,3,"1	","	0","	0"
2/9/2017,4,"1	","	0","	0"
2/9/2017,5,"1	","	0","	0"
2/9/2017,6,"1	","	0","	0"
2/9/2017,7,"1	","	0","	0"
2/9/2017,8,"1	","	0","	0"
2/9/2017,9,"2	","	0","	0"
2/9/2017,10,"3	","	0","	0"
2/9/2017,11,"4	","	0","	0"
2/9/2017,12,"5	","	0","	0"
2/9/2017,13,"6	","	0","	0"
2/9/2017,14,"7	","	0","	0"
2/9/2017,15,"6	","	0","	0"
2/9/2017,16,"5	","	0","	0"
2/9/2017,17,"5	","	0","	0"
2/9/2017,18,"4	","	0","	0"
2/9/2017,19,"3	","	0","	0"
2/9/2017,20,"3	","	0","	0"
2/9/2017,21,2,0,0
2/9/2017,22,"2	","	0","	0"
2/9/2017,23,"2	","	0","	0"
2/10/2017,0,"1	","	0","	0"
2/10/2017,1,"2	","	0","	0"
2/10/2017,2,"1	","	0","	0"
2/10/2017,3,"1	","	0","	0"
2/10/2017,4,"0	","	0","	0"
2/10/2017,5,"0	","	0","	0"
2/10/2017,6,"0	","	0","	0"
2/10/2017,7,"0	","	0","	0"
2/10/2017,8,"1	","	0","	0"
2/10/2017,9,"3	","	0","	0"
2/10/2017,10,"5	","	0","	0"
2/10/2017,11,"5	","	0","	0"
2/10/2017,12,"6	","	0","	0"
2/10/2017,13,"6	","	0","	0"
2/10/2017,14,"7	","	0","	0"
2/10/2017,15,"7	","	0","	0"
2/10/2017,16,"6	","	0","	0"
2/10/2017,17,"6	","	0","	0"
2/10/2017,18,"5	","	0","	0"
2/10/2017,19,"4	","	0","	0"
2/10/2017,20,"3	","	0","	0"
2/10/2017,21,"3	","	0","	0"
2/10/2017,22,"2	","	0","	0"
2/10/2017,23,"2	","	0","	0"
2/11/2017,0,"2	","	0","	1"
2/11/2017,1,"2	","	0","	1"
2/11/2017,2,"2	","	0","	1"
2/11/2017,3,"1	","	0","	1"
2/11/2017,4,"2	","	0","	1"
2/11/2017,5,"1	","	0","	1"
2/11/2017,6,"0	","	0","	1"
2/11/2017,7,"0	","	0","	1"
2/11/2017,8,"2	","	0","	1"
2/11/2017,9,"4	","	0","	1"
2/11/2017,10,"6	","	0","	1"
2/11/2017,11,"7	","	0","	1"
2/11/2017,12,"8	","	0","	1"
2/11/2017,13,"8	","	0","	1"
2/11/2017,14,"8	","	0","	1"
2/11/2017,15,"8	","	0","	1"
2/11/2017,16,"8	","	0","	1"
2/11/2017,17,"7	","	0","	1"
2/11/2017,18,"5	","	0","	1"
2/11/2017,19,"5	","	0","	1"
2/11/2017,20,"4	","	0","	1"
2/11/2017,21,"4	","	0","	1"
2/11/2017,22,"3	","	0","	1"
2/11/2017,23,"2	","	0","	1"
2/12/2017,0,"4	","	0","	1"
2/12/2017,1,"1	","	0","	1"
2/12/2017,2,"0	","	0","	1"
2/12/2017,3,"0	","	0","	1"
2/12/2017,4,"-1	","	0","	1"
2/12/2017,5,"0	","	0","	1"
2/12/2017,6,"-1	","	0","	1"
2/12/2017,7,"-1	","	0","	1"
2/12/2017,8,"3	","	0","	1"
2/12/2017,9,"7	","	0","	1"
2/12/2017,10,"9	","	0","	1"
2/12/2017,11,"10	","	0","	1"
2/12/2017,12,"12	","	0","	1"
2/12/2017,13,"11	","	0","	1"
2/12/2017,14,"12	","	0","	1"
2/12/2017,15,"12	","	0","	1"
2/12/2017,16,"13	","	0","	1"
2/12/2017,17,"11	","	0","	1"
2/12/2017,18,"9	","	0","	1"
2/12/2017,19,"8	","	0","	1"
2/12/2017,20,"6	","	0","	1"
2/12/2017,21,"6	","	0","	1"
2/12/2017,22,"5	","	0","	1"
2/12/2017,23,"5	","	0","	1"
2/13/2017,0,"5	","	0","	0"
2/13/2017,1,"5	","	0","	0"
2/13/2017,2,"4	","	0","	0"
2/13/2017,3,"3	","	0","	0"
2/13/2017,4,"3	","	0","	0"
2/13/2017,5,2,0,0
2/13/2017,6,"2	","	0","	0"
2/13/2017,7,"3	","	0","	0"
2/13/2017,8,"7	","	0","	0"
2/13/2017,9,"9	","	0","	0"
2/13/2017,10,"11	","	0","	0"
2/13/2017,11,"13	","	0","	0"
2/13/2017,12,"14	","	0","	0"
2/13/2017,13,"15	","	0","	0"
2/13/2017,14,"16	","	0","	0"
2/13/2017,15,"15	","	0","	0"
2/13/2017,16,"15	","	0","	0"
2/13/2017,17,"14	","	0","	0"
2/13/2017,18,"11	","	0","	0"
2/13/2017,19,"9	","	0","	0"
2/13/2017,20,"9	","	0","	0"
2/13/2017,21,"8	","	0","	0"
2/13/2017,22,"8	","	0","	0"
2/13/2017,23,"7	","	0","	0"
2/14/2017,0,"6	","	0","	0"
2/14/2017,1,"5	","	0","	0"
2/14/2017,2,"4	","	0","	0"
2/14/2017,3,"4	","	0","	0"
2/14/2017,4,"3	","	0","	0"
2/14/2017,5,"3	","	0","	0"
2/14/2017,6,"2	","	0","	0"
2/14/2017,7,"3	","	0","	0"
2/14/2017,8,"9	","	0","	0"
2/14/2017,9,"12	","	0","	0"
2/14/2017,10,"13	","	0","	0"
2/14/2017,11,"14	","	0","	0"
2/14/2017,12,15,0,0
2/14/2017,13,"16	","	0","	0"
2/14/2017,14,"16	","	0","	0"
2/14/2017,15,"16	","	0","	0"
2/14/2017,16,"15	","	0","	0"
2/14/2017,17,"14	","	0","	0"
2/14/2017,18,"12	","	0","	0"
2/14/2017,19,"11	","	0","	0"
2/14/2017,20,"9	","	0","	0"
2/14/2017,21,"9	","	0","	0"
2/14/2017,22,"8	","	0","	0"
2/14/2017,23,"8	","	0","	0"
2/15/2017,0,"7	","	0","	0"
2/15/2017,1,"7	","	0","	0"
2/15/2017,2,"6	","	0","	0"
2/15/2017,3,"6	","	0","	0"
2/15/2017,4,"5	","	0","	0"
2/15/2017,5,"6	","	0","	0"
2/15/2017,6,"6	","	0","	0"
2/15/2017,7,"7	","	0","	0"
2/15/2017,8,"9	","	0","	0"
2/15/2017,9,"11	","	0","	0"
2/15/2017,10,"12	","	0","	0"
2/15/2017,11,"14	","	0","	0"
2/15/2017,12,"15	","	0","	0"
2/15/2017,13,"15	","	0","	0"
2/15/2017,14,"16	","	0","	0"
2/15/2017,15,"16	","	0","	0"
2/15/2017,16,"15	","	0","	0"
2/15/2017,17,"14	","	0","	0"
2/15/2017,18,"13	","	0","	0"
2/15/2017,19,"12	","	0","	0"
2/15/2017,20,"11	","	0","	0"
2/15/2017,21,"11	","	0","	0"
2/15/2017,22,"10	","	0","	0"
2/15/2017,23,"10	","	0","	0"
2/16/2017,0,"10	","	0","	0"
2/16/2017,1,"10	","	0","	0"
2/16/2017,2,"10	","	0","	0"
2/16/2017,3,"10	","	0","	0"
2/16/2017,4,"10	","	0","	0"
2/16/2017,5,"9	","	0","	0"
2/16/2017,6,"9	","	0","	0"
2/16/2017,7,"10	","	0","	0"
2/16/2017,8,"12	","	0","	0"
2/16/2017,9,"15	","	0","	0"
2/16/2017,10,"16	","	0","	0"
2/16/2017,11,"16	","	1","	0"
2/16/2017,12,"16	","	0","	0"
2/16/2017,13,"19	","	0","	0"
2/16/2017,14,"19	",0,0
2/16/2017,15,"19	","	0","	0"
2/16/2017,16,"18	","	0","	0"
2/16/2017,17,"17	","	0","	0"
2/16/2017,18,"17	","	0","	0"
2/16/2017,19,"16	","	0","	0"
2/16/2017,20,"15	","	0","	0"
2/16/2017,21,"14	","	0","	0"
2/16/2017,22,"13	","	0","	0"
2/16/2017,23,"13	","	0","	0"
2/17/2017,0,"12	","	0","	0"
2/17/2017,1,"12	","	0","	0"
2/17/2017,2,"11	","	0","	0"
2/17/2017,3,"10	","	0","	0"
2/17/2017,4,"10	","	0","	0"
2/17/2017,5,"9	","	0","	0"
2/17/2017,6,"12	","	0","	0"
2/17/2017,7,"11	","	0","	0"
2/17/2017,8,"9	","	0","	0"
2/17/2017,9,"9	","	0","	0"
2/17/2017,10,"9	","	0","	0"
2/17/2017,11,"8	","	0","	0"
2/17/2017,12,"8	","	0","	0"
2/17/2017,13,"8	","	0","	0"
2/17/2017,14,"8	","	0","	0"
2/17/2017,15,"8	","	0","	0"
2/17/2017,16,"8	","	0","	0"
2/17/2017,17,"7	","	0","	0"
2/17/2017,18,"7	","	0","	0"
2/17/2017,19,"7	","	0","	0"
2/17/2017,20,"6	","	0","	0"
2/17/2017,21,"5	","	1","	0"
2/17/2017,22,"5	","	1","	0"
2/17/2017,23,"5	","	0","	0"
2/18/2017,0,"5	","	0","	1"
2/18/2017,1,"5	","	0","	1"
2/18/2017,2,"5	","	0","	1"
2/18/2017,3,"4	","	0","	1"
2/18/2017,4,"5	","	0","	1"
2/18/2017,5,"5	","	1","	1"
2/18/2017,6,"4	","	0","	1"
2/18/2017,7,"4	","	0","	1"
2/18/2017,8,"5	","	0","	1"
2/18/2017,9,"7	","	0","	1"
2/18/2017,10,"8	","	0","	1"
2/18/2017,11,"10	","	0","	1"
2/18/2017,12,"11	","	0","	1"
2/18/2017,13,"12	","	0","	1"
2/18/2017,14,"13	","	0","	1"
2/18/2017,15,"13	","	0","	1"
2/18/2017,16,"14	","	0","	1"
2/18/2017,17,"13	","	0","	1"
2/18/2017,18,"10	","	0","	1"
2/18/2017,19,"8	","	0","	1"
2/18/2017,20,"7	","	0","	1"
2/18/2017,21,"7	","	0","	1"
2/18/2017,22,"6	","	0","	1"
2/18/2017,23,"6	","	0","	1"
2/19/2017,0,"6	","	0","	1"
2/19/2017,1,"6	","	0","	1"
2/19/2017,2,"6	","	0","	1"
2/19/2017,3,"6	","	0","	1"
2/19/2017,4,"6	","	0","	1"
2/19/2017,5,"6	","	0","	1"
2/19/2017,6,"7	","	0","	1"
2/19/2017,7,"7	","	0","	1"
2/19/2017,8,"9	","	0","	1"
2/19/2017,9,"11	","	0","	1"
2/19/2017,10,"13	","	0","	1"
2/19/2017,11,"15	","	0","	1"
2/19/2017,12,"16	","	0","	1"
2/19/2017,13,"18	","	0","	1"
2/19/2017,14,"19	","	0","	1"
2/19/2017,15,"19	","	0","	1"
2/19/2017,16,"18	","	0","	1"
2/19/2017,17,"17	","	0","	1"
2/19/2017,18,"16	","	0","	1"
2/19/2017,19,"16	","	0","	1"
2/19/2017,20,"17	","	0","	1"
2/19/2017,21,"17	","	0","	1"
2/19/2017,22,"16	","	0","	1"
2/19/2017,23,"16	","	1","	1"
2/20/2017,0,"16	","	0","	0"
2/20/2017,1,"17	","	1","	0"
2/20/2017,2,"16	","	0","	0"
2/20/2017,3,"15	","	0","	0"
2/20/2017,4,"16	","	0","	0"
2/20/2017,5,"14	","	0","	0"
2/20/2017,6,"15	","	0","	0"
2/20/2017,7,"16	","	0","	0"
2/20/2017,8,"14	","	0","	0"
2/20/2017,9,"11	","	0","	0"
2/20/2017,10,"9	","	0","	0"
2/20/2017,11,"9	","	0","	0"
2/20/2017,12,"8	","	0","	0"
2/20/2017,13,"8	","	0","	0"
2/20/2017,14,"8	","	0","	0"
2/20/2017,15,"7	","	0","	0"
2/20/2017,16,"6	","	0","	0"
2/20/2017,17,"5	","	0","	0"
2/20/2017,18,"5	","	0","	0"
2/20/2017,19,"5	","	0","	0"
2/20/2017,20,"5	","	0","	0"
2/20/2017,21,"5	","	0","	0"
2/20/2017,22,"4	","	0","	0"
2/20/2017,23,"4	","	0","	0"
2/21/2017,0,"4	","	0","	0"
2/21/2017,1,"4	","	0","	0"
2/21/2017,2,"4	","	0","	0"
2/21/2017,3,"4	","	0","	0"
2/21/2017,4,"5	","	0","	0"
2/21/2017,5,"4	","	0","	0"
2/21/2017,6,"5	","	0","	0"
2/21/2017,7,"5	","	0","	0"
2/21/2017,8,"6	","	0","	0"
2/21/2017,9,"6	","	0","	0"
2/21/2017,10,"7	","	0","	0"
2/21/2017,11,"7	","	0","	0"
2/21/2017,12,"8	","	0","	0"
2/21/2017,13,"8	","	0","	0"
2/21/2017,14,"9	","	0","	0"
2/21/2017,15,"9	","	0","	0"
2/21/2017,16,"9	","	0","	0"
2/21/2017,17,"9	","	0","	0"
2/21/2017,18,"9	","	0","	0"
2/21/2017,19,"9	","	0","	0"
2/21/2017,20,"10	","	0","	0"
2/21/2017,21,"10	","	0","	0"
2/21/2017,22,"10	","	0","	0"
2/21/2017,23,"11	","	0","	0"
2/22/2017,0,"11	","	0","	0"
2/22/2017,1,"11	","	0","	0"
2/22/2017,2,"10	","	1","	0"
2/22/2017,3,"10	","	1","	0"
2/22/2017,4,"10	","	1","	0"
2/22/2017,5,"10	","	0","	0"
2/22/2017,6,"9	","	0","	0"
2/22/2017,7,"8	","	0","	0"
2/22/2017,8,"8	","	0","	0"
2/22/2017,9,"8	","	0","	0"
2/22/2017,10,"7	","	0","	0"
2/22/2017,11,"7	","	0","	0"
2/22/2017,12,"6	","	1","	0"
2/22/2017,13,"6	","	1","	0"
2/22/2017,14,"6	","	1","	0"
2/22/2017,15,"5	","	1","	0"
2/22/2017,16,"5	","	1","	0"
2/22/2017,17,"5	","	1","	0"
2/22/2017,18,"5	","	0","	0"
2/22/2017,19,"5	","	0","	0"
2/22/2017,20,"5	","	0","	0"
2/22/2017,21,"4	","	1","	0"
2/22/2017,22,"4	","	0","	0"
2/22/2017,23,"4	","	0","	0"
2/23/2017,0,"4	","	0","	0"
2/23/2017,1,"4	","	0","	0"
2/23/2017,2,"4	","	0","	0"
2/23/2017,3,"4	","	0","	0"
2/23/2017,4,"3	","	0","	0"
2/23/2017,5,"3	","	0","	0"
2/23/2017,6,"3	","	0","	0"
2/23/2017,7,"3	","	0","	0"
2/23/2017,8,"3	","	0","	0"
2/23/2017,9,"3	","	0","	0"
2/23/2017,10,"4	","	0","	0"
2/23/2017,11,"5	","	0","	0"
2/23/2017,12,"6	","	0","	0"
2/23/2017,13,"6	","	0","	0"
2/23/2017,14,"7	","	0","	0"
2/23/2017,15,"7	","	0","	0"
2/23/2017,16,"6	","	0","	0"
2/23/2017,17,"6	","	0","	0"
2/23/2017,18,"5	","	0","	0"
2/23/2017,19,"5	","	0","	0"
2/23/2017,20,"4	","	0","	0"
2/23/2017,21,"4	","	0","	0"
2/23/2017,22,"4	","	0","	0"
2/23/2017,23,"4	","	0","	0"
2/24/2017,0,"4	","	0","	0"
2/24/2017,1,"4	","	0","	0"
2/24/2017,2,"3	","	0","	0"
2/24/2017,3,"3	","	0","	0"
2/24/2017,4,"2	","	0","	0"
2/24/2017,5,"2	","	0","	0"
2/24/2017,6,"2	","	0","	0"
2/24/2017,7,"2	","	0","	0"
2/24/2017,8,"4	","	0","	0"
2/24/2017,9,"5	","	0","	0"
2/24/2017,10,"5	","	0","	0"
2/24/2017,11,"8	","	0","	0"
2/24/2017,12,"9	","	0","	0"
2/24/2017,13,"9	","	0","	0"
2/24/2017,14,"10	","	0","	0"
2/24/2017,15,"10	","	0","	0"
2/24/2017,16,"9	","	0","	0"
2/24/2017,17,"8	","	0","	0"
2/24/2017,18,"8	","	0","	0"
2/24/2017,19,"7	","	0","	0"
2/24/2017,20,"6	","	0","	0"
2/24/2017,21,"5	","	0","	0"
2/24/2017,22,"5	","	0","	0"
2/24/2017,23,"5	","	0","	0"
2/25/2017,0,"5	","	0","	1"
2/25/2017,1,"4	","	0","	1"
2/25/2017,2,"3	","	0","	1"
2/25/2017,3,"3	","	0","	1"
2/25/2017,4,"2	","	0","	1"
2/25/2017,5,"3	","	0","	1"
2/25/2017,6,"1	","	0","	1"
2/25/2017,7,"2	","	0","	1"
2/25/2017,8,"6	","	0","	1"
2/25/2017,9,"8	","	0","	1"
2/25/2017,10,"9	","	0","	1"
2/25/2017,11,"11	","	0","	1"
2/25/2017,12,"11	","	0","	1"
2/25/2017,13,"12	","	0","	1"
2/25/2017,14,"13	","	0","	1"
2/25/2017,15,"13	","	0","	1"
2/25/2017,16,"13	","	0","	1"
2/25/2017,17,"12	","	0","	1"
2/25/2017,18,"9	","	0","	1"
2/25/2017,19,"8	","	0","	1"
2/25/2017,20,"8	","	0","	1"
2/25/2017,21,"7	","	0","	1"
2/25/2017,22,"7	","	0","	1"
2/25/2017,23,"6	","	0","	1"
2/26/2017,0,"6	","	0","	1"
2/26/2017,1,"6	","	0","	1"
2/26/2017,2,"6	","	0","	1"
2/26/2017,3,"6	","	0","	1"
2/26/2017,4,"6	","	0","	1"
2/26/2017,5,"6	","	0","	1"
2/26/2017,6,"6	","	0","	1"
2/26/2017,7,"6	","	0","	1"
2/26/2017,8,"8	","	0","	1"
2/26/2017,9,"10	","	0","	1"
2/26/2017,10,"12	","	0","	1"
2/26/2017,11,"14	","	0","	1"
2/26/2017,12,"15	","	0","	1"
2/26/2017,13,"15	","	0","	1"
2/26/2017,14,"15	","	0","	1"
2/26/2017,15,"15	","	0","	1"
2/26/2017,16,"14	","	0","	1"
2/26/2017,17,"14	","	0","	1"
2/26/2017,18,"12	","	0","	1"
2/26/2017,19,"12	","	0","	1"
2/26/2017,20,"11	","	0","	1"
2/26/2017,21,"10	","	0","	1"
2/26/2017,22,"10	","	0","	1"
2/26/2017,23,"9	","	0","	1"
2/27/2017,0,"8	","	0","	0"
2/27/2017,1,"7	","	0","	0"
2/27/2017,2,"7	","	0","	0"
2/27/2017,3,"6	","	0","	0"
2/27/2017,4,"5	","	0","	0"
2/27/2017,5,"4	","	0","	0"
2/27/2017,6,"4	","	0","	0"
2/27/2017,7,"4	","	0","	0"
2/27/2017,8,"7	","	0","	0"
2/27/2017,9,"10	","	0","	0"
2/27/2017,10,"12	","	0","	0"
2/27/2017,11,"13	","	0","	0"
2/27/2017,12,"14	","	0","	0"
2/27/2017,13,"15	","	0","	0"
2/27/2017,14,"15	","	0","	0"
2/27/2017,15,"15	","	0","	0"
2/27/2017,16,"14	","	0","	0"
2/27/2017,17,"13	","	0","	0"
2/27/2017,18,"12	","	0","	0"
2/27/2017,19,"10	","	0","	0"
2/27/2017,20,"9	","	0","	0"
2/27/2017,21,"8	","	0","	0"
2/27/2017,22,"8	","	0","	0"
2/27/2017,23,"8	","	0","	0"
2/28/2017,0,"7	","	0","	0"
2/28/2017,1,"7	","	0","	0"
2/28/2017,2,"6	","	0","	0"
2/28/2017,3,"7	","	0","	0"
2/28/2017,4,"7	","	0","	0"
2/28/2017,5,"6	","	0","	0"
2/28/2017,6,"6	","	0","	0"
2/28/2017,7,"7	","	0","	0"
2/28/2017,8,"9	","	0","	0"
2/28/2017,9,"10	","	0","	0"
2/28/2017,10,"12	","	0","	0"
2/28/2017,11,"14	","	0","	0"
2/28/2017,12,"14	","	0","	0"
2/28/2017,13,"15	","	0","	0"
2/28/2017,14,"15	","	0","	0"
2/28/2017,15,"15	","	0","	0"
2/28/2017,16,"15	","	0","	0"
2/28/2017,17,"13	","	0","	0"
2/28/2017,18,"12	","	0","	0"
2/28/2017,19,"11	","	0","	0"
2/28/2017,20,"10	","	0","	0"
2/28/2017,21,"10	","	0","	0"
2/28/2017,22,"10	","	0","	0"
2/28/2017,23,"10	","	0","	0"
3/1/2017,0,"10	","	0","	0"
3/1/2017,1,"9	","	0","	0"
3/1/2017,2,"8	","	0","	0"
3/1/2017,3,"8	","	0","	0"
